Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,31.96,15.36,39.64,-10.59,-13.00
Depreciation/Depletion,4.90,7.22,10.31,20.85,18.73
Non-Cash Items,2.82,-1.64,3.63,1.08,3.79
Cash Taxes Paid,25.53,0.64,10.51,2.99,-1.42
Changes in Working Capital,-21.44,-40.72,-73.55,-18.94,78.43
Cash from Operating Activities,21.73,-16.26,-16.46,-6.18,89.35
Capital Expenditures,-28.83,-10.09,-56.70,-9.87,-4.23
"Other Investing Cash Flow Items, Total",-59.36,-0.30,-8.74,2.83,4.15
Cash from Investing Activities,-88.19,-10.39,-65.44,-7.04,-0.08
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",27.86,0.00,17.21,22.62,29.59
Cash from Financing Activities,27.43,8.13,15.34,24.33,35.98
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-39.02,-18.52,-66.56,11.11,125.26
