Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,26.80,34.75,3.07,3.35,3.17
Cash and Short Term Investments,1661.35,1436.85,2136.29,2378.12,2671.69
"Accounts Receivable - Trade, Net",945.54,1371.59,1497.86,1683.13,1952.88
"Total Receivables, Net",1931.60,2180.23,2750.48,2904.90,3395.43
Prepaid Expenses,13.48,24.40,45.78,60.30,71.57
"Other Current Assets, Total",191.92,130.64,317.79,436.82,372.68
Total Current Assets,3892.63,3882.52,5371.56,5939.26,6732.76
"Property/Plant/Equipment, Total - Gross",243.81,286.04,424.66,516.87,542.56
"Accumulated Depreciation, Total",-60.23,-80.00,-109.03,-137.55,-170.45
"Property/Plant/Equipment, Total - Net",183.58,206.03,315.64,379.32,372.11
"Goodwill, Net",457.24,457.24,457.24,457.24,457.24
"Intangibles, Net",6439.24,6466.66,6702.69,6741.57,6631.48
Long Term Investments,994.52,824.18,861.46,676.99,649.89
Total Assets,23038.29,25649.30,29718.75,32366.63,34751.63
Accounts Payable,1144.82,1434.07,1907.13,2202.80,2321.72
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,18.34,49.24,59.07,42.56,45.34
"Other Current liabilities, Total",1054.54,1028.58,1635.14,1707.24,1801.70
Total Current Liabilities,6153.07,6244.53,8010.43,9246.20,8889.72
Total Long Term Debt,6607.30,7310.53,8699.35,9112.29,10575.15
Total Debt,10561.01,11092.42,13167.51,14448.46,15341.46
Deferred Income Tax,1602.51,1739.91,1890.82,2009.60,2089.84
"Other Liabilities, Total",142.23,110.73,204.48,138.81,174.91
Total Liabilities,17065.55,18136.40,21873.95,24021.11,25823.86
"Common Stock, Total",4861.14,5951.89,5951.79,5947.42,5947.42
Retained Earnings (Accumulated Deficit),1204.40,1629.06,2038.52,2506.99,3010.35
Treasury Stock - Common,-0.10,-0.10,0.00,0.00,0
Unrealised Gain (Loss),73.19,0.00,-7.27,-10.15,-10.25
"Other Equity, Total",-165.90,-67.95,-138.25,-98.74,-19.75
Total Equity,5972.73,7512.90,7844.80,8345.52,8927.77
Total Liabilities & Shareholders' Equity,23038.29,25649.30,29718.75,32366.63,34751.63
Total Common Shares Outstanding,2256.59,2606.59,2606.59,2602.82,2602.82
"Tangible Book Value per Share, Common Eq",-0.41,0.23,0.26,0.44,0.71
