Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,664.52,878.53,920.68,1019.57,1184.43
Depreciation/Depletion,13.37,22.24,32.43,39.84,50.17
Non-Cash Items,-35.14,264.69,425.32,639.77,642.08
Cash Taxes Paid,67.29,110.95,112.75,157.63,138.97
Changes in Working Capital,-890.24,-2605.72,-2050.09,-1845.73,-2030.23
Cash from Operating Activities,-85.26,-1162.50,-386.60,151.93,152.89
Capital Expenditures,-92.87,-183.95,-298.35,-777.25,-261.73
"Other Investing Cash Flow Items, Total",-83.34,-296.97,-115.70,229.19,46.46
Cash from Investing Activities,-176.20,-480.93,-414.05,-548.06,-215.27
Total Cash Dividends Paid,0,-110.99,-130.77,-131.78,-131.99
"Issuance (Retirement) of Stock, Net",0,1090.75,0,-4.37,0.00
Cash from Financing Activities,1091.25,1446.29,1542.46,615.22,359.37
Foreign Exchange Effects,9.54,-35.32,-10.69,22.45,-3.24
Net Change in Cash,839.33,-232.45,731.12,241.55,293.76
