Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,2648.10,4639.27,5313.34,5959.52,6251.94
Total Revenue,2648.10,4639.27,5313.34,5959.52,6251.94
"Selling/General/Admin. Expenses, Total",308.02,409.25,512.07,536.84,527.56
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,28.34,-91.69,0.00,-1.73
"Other Operating Expenses, Total",-44.44,-263.98,-286.75,-251.73,-159.24
Total Operating Expense,2099.38,3296.96,3849.60,4289.50,4403.81
Operating Income,548.72,1342.31,1463.75,1670.02,1848.13
"Interest Inc.(Exp.),Net-Non-Op., Total",17.16,-460.61,-541.35,-648.66,-661.93
"Other, Net",98.65,-3.18,-1.72,-1.79,-1.77
Net Income Before Taxes,664.52,878.53,920.68,1019.57,1184.43
Provision for Income Taxes,124.10,194.37,236.43,265.17,266.59
Net Income After Taxes,540.42,684.16,684.25,754.39,917.84
Net Income Before Extra. Items,454.93,535.65,540.24,600.25,635.34
Net Income,454.93,535.65,540.24,600.25,635.34
Income Available to Com Excl ExtraOrd,454.93,535.65,540.24,600.25,635.34
Income Available to Com Incl ExtraOrd,454.93,535.65,540.24,600.25,635.34
Diluted Net Income,454.93,535.65,540.24,600.25,635.34
Diluted Weighted Average Shares,2256.59,2490.56,2606.59,2605.60,2602.82
Diluted EPS Excluding ExtraOrd Items,0.20,0.22,0.21,0.23,0.24
DPS - Common Stock Primary Issue,0.05,0.00,0.10,0.05,0.05
Diluted Normalised EPS,0.20,0.21,0.18,0.23,0.24
