Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,199.05,384.39,277.36,319.16,203.94
Total Revenue,199.05,384.39,277.36,319.16,203.94
"Selling/General/Admin. Expenses, Total",32.64,29.47,35.78,47.82,34.56
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-99.15,-0.01,-2.08,-42.07,-2.66
"Other Operating Expenses, Total",24.97,14.00,-3.74,61.86,-1.32
Total Operating Expense,106.07,274.88,145.55,197.06,62.36
Operating Income,92.98,109.51,131.82,122.11,141.57
"Interest Inc.(Exp.),Net-Non-Op., Total",25.41,11.72,12.73,72.09,-15.96
"Other, Net",0,0,0,0,0
Net Income Before Taxes,118.39,121.23,144.55,194.20,125.61
Provision for Income Taxes,3.47,27.94,26.30,28.62,24.50
Net Income After Taxes,114.92,93.29,118.25,165.58,101.11
Net Income Before Extra. Items,113.09,88.28,113.01,167.09,103.17
Net Income,113.09,88.28,113.01,167.09,103.17
Income Available to Com Excl ExtraOrd,113.09,88.28,113.01,167.09,103.17
Income Available to Com Incl ExtraOrd,113.09,88.28,113.01,167.09,103.17
Diluted Net Income,113.09,88.28,113.01,167.09,103.17
Diluted Weighted Average Shares,589.82,589.82,752.44,975.93,1163.52
Diluted EPS Excluding ExtraOrd Items,0.19,0.15,0.15,0.17,0.09
DPS - Common Stock Primary Issue,0.02,0.02,0.02,0.03,0.03
Diluted Normalised EPS,0.05,0.16,0.16,0.17,0.09
