Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,361.92,374.25,293.85,332.88,567.75
Depreciation/Depletion,0.17,0.30,0.38,7.36,7.97
Non-Cash Items,-542.35,-535.83,-420.96,-469.25,-749.95
Cash Taxes Paid,92.72,45.09,39.99,28.51,49.87
Changes in Working Capital,-76.48,27.10,94.47,372.71,405.95
Cash from Operating Activities,-256.75,-134.19,-32.27,243.69,231.72
Capital Expenditures,-1.09,-0.43,0.00,-1.20,0.00
"Other Investing Cash Flow Items, Total",1062.19,0,0,0.55,0.00
Cash from Investing Activities,1061.11,-0.43,0.00,-0.65,0.00
Total Cash Dividends Paid,-400.00,-301.33,-329.30,-269.60,-246.30
"Issuance (Retirement) of Stock, Net",-57.93,-44.36,-9.13,0.00,-0.03
Cash from Financing Activities,-484.33,-385.00,-366.51,-298.93,-277.99
Foreign Exchange Effects,-7.88,-37.20,11.78,-5.41,-2.77
Net Change in Cash,312.15,-556.82,-387.00,-61.29,-49.03
