Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-11.16,-11.36,-10.53,-17.30,-2.19
Depreciation/Depletion,0.31,0.31,0.28,0.24,0.11
Non-Cash Items,7.03,7.21,7.74,14.37,-0.76
Cash Taxes Paid,0.49,0.03,0.12,0.10,0.36
Changes in Working Capital,0.40,4.06,0.72,-0.19,0.15
Cash from Operating Activities,-3.42,0.22,-1.80,-2.88,-2.70
Capital Expenditures,-3.40,-8.97,-2.05,-0.22,-0.00
"Other Investing Cash Flow Items, Total",-15.62,7.70,0.11,2.47,4.80
Cash from Investing Activities,-19.02,-1.27,-1.94,2.25,4.80
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,1.18,0.00,0
Cash from Financing Activities,16.68,-3.11,2.55,-2.35,-2.73
Foreign Exchange Effects,-1.75,0.44,-0.01,0.28,0.10
Net Change in Cash,-7.52,-3.72,-1.20,-2.71,-0.53
