Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-32.91,-19.16,-15.66,-15.82,-7.82
Depreciation/Depletion,1.88,1.98,2.66,2.79,2.78
Non-Cash Items,5.45,5.13,4.19,4.77,1.94
Cash Taxes Paid,0.00,0.49,0.16,-0.45,0.00
Changes in Working Capital,12.99,-7.21,0.09,0.76,-2.00
Cash from Operating Activities,-12.60,-19.25,-8.72,-7.50,-5.11
Capital Expenditures,-9.06,-1.94,-1.54,-0.38,-0.36
"Other Investing Cash Flow Items, Total",0.17,0.19,0.05,0.01,1.95
Cash from Investing Activities,-8.89,-1.75,-1.50,-0.38,1.59
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",31.26,0.00,0.82,9.39,0.00
Cash from Financing Activities,29.73,17.34,9.55,2.33,4.43
Foreign Exchange Effects,-0.07,-0.17,0.00,0.13,-0.02
Net Change in Cash,8.17,-3.83,-0.66,-5.42,0.90
