Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,2.60,2.34,2.25,0.95,0.78
Cash and Short Term Investments,16.91,6.57,10.76,5.44,33.68
"Accounts Receivable - Trade, Net",54.28,108.45,117.49,120.60,118.15
"Total Receivables, Net",54.28,108.45,117.49,120.60,118.57
Prepaid Expenses,1.05,1.06,1.33,1.12,4.57
"Other Current Assets, Total",0,11.16,0.00,0,0
Total Current Assets,74.32,129.87,130.52,128.43,158.09
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",104.97,89.16,94.65,119.67,107.79
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0.08,0.11,0.11,0.11,0.10
Long Term Investments,5.27,5.13,7.03,8.11,6.09
Total Assets,185.06,224.48,232.33,256.32,272.07
Accounts Payable,0,0,0,0,0
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",8.71,14.83,3.10,1.05,12.40
Total Current Liabilities,76.80,115.88,117.06,124.95,150.47
Total Long Term Debt,43.07,36.82,37.67,52.05,53.42
Total Debt,81.49,92.40,101.09,125.28,132.74
Deferred Income Tax,5.51,6.11,5.55,7.06,3.97
"Other Liabilities, Total",1.99,0.04,1.75,0.96,0.27
Total Liabilities,127.22,158.26,161.17,184.14,207.33
"Common Stock, Total",38.68,38.68,38.68,38.68,38.68
Retained Earnings (Accumulated Deficit),19.16,27.54,32.49,33.50,26.07
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,57.84,66.22,71.16,72.18,64.74
Total Liabilities & Shareholders' Equity,185.06,224.48,232.33,256.32,272.07
Total Common Shares Outstanding,151.38,151.38,151.38,151.38,151.38
"Tangible Book Value per Share, Common Eq",0.38,0.44,0.47,0.48,0.43
