Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,4.13,4.15,4.59,4.46,3.96
Total Revenue,4.13,4.15,4.59,4.46,3.96
"Selling/General/Admin. Expenses, Total",1.77,1.77,2.25,2.13,1.89
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.03,-0.06,0.00,0.00,-0.14
"Other Operating Expenses, Total",-0.08,-0.53,-0.29,-0.62,-0.81
Total Operating Expense,4.04,3.96,5.23,4.70,3.60
Operating Income,0.09,0.19,-0.63,-0.24,0.36
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.00,0.01,-0.01,-0.00,-0.00
"Other, Net",-0.00,-0.00,-0.00,-0.00,-0.00
Net Income Before Taxes,0.08,0.19,-0.64,-0.25,0.35
Provision for Income Taxes,0.00,0.00,0.00,0.01,0.00
Net Income After Taxes,0.08,0.19,-0.65,-0.25,0.35
Net Income Before Extra. Items,0.11,-0.18,-0.61,-0.24,0.02
Net Income,-0.04,-0.54,-0.61,-0.24,0.02
Income Available to Com Excl ExtraOrd,0.11,-0.18,-0.61,-0.24,0.02
Income Available to Com Incl ExtraOrd,-0.04,-0.54,-0.61,-0.24,0.02
Diluted Net Income,-0.04,-0.54,-0.61,-0.24,0.02
Diluted Weighted Average Shares,367.83,598.86,638.78,746.13,1065.18
Diluted EPS Excluding ExtraOrd Items,0.00,-0.00,-0.00,-0.00,0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.00,-0.00,-0.00,-0.00,-0.00
