Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,94.94,57.46,99.65,129.32,95.96
Depreciation/Depletion,4.06,5.02,5.96,7.41,7.69
Non-Cash Items,-97.91,-64.18,-83.94,-90.23,-68.43
Cash Taxes Paid,7.96,21.66,9.16,12.57,6.72
Changes in Working Capital,6.77,-32.70,-14.92,-19.32,-72.97
Cash from Operating Activities,8.51,-33.78,7.40,27.85,-37.32
Capital Expenditures,-19.92,-4.10,-6.72,-10.25,-11.56
"Other Investing Cash Flow Items, Total",-2.08,9.11,-201.32,79.41,-61.93
Cash from Investing Activities,-22.00,5.01,-208.04,69.16,-73.49
Total Cash Dividends Paid,-16.32,-24.49,-24.49,-24.46,-24.42
"Issuance (Retirement) of Stock, Net",0,0.00,-0.60,-1.46,-0.63
Cash from Financing Activities,65.79,101.24,82.54,-31.07,256.41
Foreign Exchange Effects,-0.53,-1.12,0.52,-0.32,0.25
Net Change in Cash,51.77,71.35,-117.58,65.63,145.85
