Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,64.65,19.11,17.89,9.87,-41.45
Depreciation/Depletion,23.20,22.62,26.74,30.22,33.63
Non-Cash Items,-37.47,8.14,5.60,4.55,15.91
Cash Taxes Paid,6.87,7.11,5.77,7.13,3.62
Changes in Working Capital,-1.66,-13.46,-2.75,-15.09,1.01
Cash from Operating Activities,48.71,36.42,47.48,29.54,9.10
Capital Expenditures,-27.51,-48.22,-54.97,-24.27,-19.79
"Other Investing Cash Flow Items, Total",76.97,-36.02,-52.10,-30.39,-13.44
Cash from Investing Activities,49.46,-84.24,-107.07,-54.66,-33.24
Total Cash Dividends Paid,-6.44,-10.45,-6.43,-6.42,0.00
"Issuance (Retirement) of Stock, Net",-0.12,-0.29,-0.43,0.00,0
Cash from Financing Activities,-34.41,-18.01,95.88,7.57,14.49
Foreign Exchange Effects,-0.39,-0.27,-0.37,-0.03,-0.08
Net Change in Cash,63.38,-66.09,35.92,-17.58,-9.73
