Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,220.63,218.81,224.73,227.78,120.59
Total Revenue,220.63,218.81,224.73,227.78,120.59
"Selling/General/Admin. Expenses, Total",0,0,0,0,0
Depreciation/Amortisation,23.20,22.62,26.74,30.22,33.63
Unusual Expense (Income),5.07,12.58,0.69,2.51,-13.16
"Other Operating Expenses, Total",39.31,68.53,72.18,77.01,51.50
Total Operating Expense,150.39,194.73,199.79,208.93,154.44
Operating Income,70.24,24.09,24.95,18.85,-33.85
"Interest Inc.(Exp.),Net-Non-Op., Total",-5.59,-4.97,-7.06,-8.98,-7.59
"Other, Net",0,0,0,0,-0.01
Net Income Before Taxes,64.65,19.11,17.89,9.87,-41.45
Provision for Income Taxes,8.44,4.91,5.06,5.52,-0.60
Net Income After Taxes,56.21,14.21,12.84,4.35,-40.85
Net Income Before Extra. Items,54.91,13.22,12.17,3.82,-41.21
Net Income,54.91,13.22,12.17,3.82,-41.21
Income Available to Com Excl ExtraOrd,54.91,13.22,12.17,3.82,-41.21
Income Available to Com Incl ExtraOrd,54.91,13.22,12.17,3.82,-41.21
Diluted Net Income,54.91,13.22,12.17,3.82,-41.21
Diluted Weighted Average Shares,402.13,401.98,401.67,401.52,401.52
Diluted EPS Excluding ExtraOrd Items,0.14,0.03,0.03,0.01,-0.10
DPS - Common Stock Primary Issue,0.02,0.02,0.02,0.00,0.00
Diluted Normalised EPS,0.15,0.06,0.03,0.01,-0.12
