Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,20.70,18.02,49.18,27.36,26.60
Short Term Investments,78.97,16.03,14.79,19.11,12.02
Cash and Short Term Investments,99.67,34.05,63.97,46.46,38.61
"Accounts Receivable - Trade, Net",16.73,19.81,17.53,19.98,10.00
"Total Receivables, Net",24.83,31.73,24.57,30.80,25.28
Prepaid Expenses,3.58,5.83,5.53,5.50,5.13
"Other Current Assets, Total",0,0,0,0,0
Total Current Assets,132.44,75.54,98.29,91.08,75.85
"Property/Plant/Equipment, Total - Gross",0,852.66,895.06,1009.62,1010.17
"Accumulated Depreciation, Total",0,-281.65,-298.89,-325.83,-355.06
"Property/Plant/Equipment, Total - Net",518.95,571.00,596.17,683.79,655.11
"Goodwill, Net",0,0,0,10.63,10.96
"Intangibles, Net",18.27,10.76,9.92,0.02,0.02
Long Term Investments,503.21,517.16,552.40,556.42,570.27
Total Assets,1222.36,1191.48,1284.84,1346.68,1319.33
Accounts Payable,16.35,16.62,14.09,16.09,11.82
Accrued Expenses,15.36,14.53,13.21,14.01,11.86
Notes Payable/Short Term Debt,0.13,0.59,0.01,0.08,1.96
"Other Current liabilities, Total",21.18,15.56,18.65,18.02,20.25
Total Current Liabilities,152.87,128.35,297.14,237.13,211.25
Total Long Term Debt,120.41,133.62,66.36,195.28,243.06
Total Debt,220.39,215.25,317.54,384.28,410.38
Deferred Income Tax,21.15,18.31,18.05,18.60,18.16
"Other Liabilities, Total",18.64,21.08,16.74,9.82,5.58
Total Liabilities,320.64,309.60,407.13,470.02,484.70
"Common Stock, Total",254.14,254.14,254.14,254.14,254.14
Retained Earnings (Accumulated Deficit),682.47,684.71,690.13,687.61,646.42
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),5.55,6.70,5.06,6.57,6.87
"Other Equity, Total",-40.44,-63.67,-71.62,-71.66,-72.80
Total Equity,901.72,881.88,877.71,876.66,834.63
Total Liabilities & Shareholders' Equity,1222.36,1191.48,1284.84,1346.68,1319.33
Total Common Shares Outstanding,402.07,401.52,401.52,401.52,401.52
"Tangible Book Value per Share, Common Eq",2.20,2.17,2.16,2.16,2.05
