Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,73.04,89.78,79.84,102.18,85.84
Total Revenue,73.04,89.78,79.84,102.18,85.84
"Selling/General/Admin. Expenses, Total",11.80,13.27,12.82,13.99,12.77
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.07,0.14,0.00,0.02,-0.01
"Other Operating Expenses, Total",-0.45,-1.10,-0.80,-1.93,-0.86
Total Operating Expense,62.22,78.00,73.27,92.08,77.85
Operating Income,10.82,11.78,6.57,10.10,8.00
"Interest Inc.(Exp.),Net-Non-Op., Total",0.16,0.22,0.11,0.12,0.02
"Other, Net",0,0,0,0,0
Net Income Before Taxes,10.98,12.00,6.68,10.22,8.02
Provision for Income Taxes,2.17,1.69,1.42,2.08,1.82
Net Income After Taxes,8.81,10.30,5.26,8.14,6.19
Net Income Before Extra. Items,8.81,10.30,5.26,8.14,6.19
Net Income,16.17,10.30,5.26,8.14,6.19
Income Available to Com Excl ExtraOrd,8.81,10.30,5.26,8.14,6.19
Income Available to Com Incl ExtraOrd,16.17,10.30,5.26,8.14,6.19
Diluted Net Income,16.17,10.30,5.26,8.14,6.19
Diluted Weighted Average Shares,83.92,83.92,83.92,83.92,83.92
Diluted EPS Excluding ExtraOrd Items,0.10,0.12,0.06,0.10,0.07
DPS - Common Stock Primary Issue,0.05,0.05,0.05,0.05,0.05
Diluted Normalised EPS,0.11,0.12,0.06,0.10,0.07
