Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,1456.43,1789.86,2559.01,4022.57,5081.96
Short Term Investments,3351.08,4315.46,2500.83,2145.04,4093.42
Cash and Short Term Investments,4807.51,6105.32,5059.84,6167.61,9175.38
"Accounts Receivable - Trade, Net",468.23,460.71,251.90,341.62,373.26
"Total Receivables, Net",1318.45,801.77,617.55,978.47,1349.11
Prepaid Expenses,269.47,307.26,869.57,640.43,976.46
"Other Current Assets, Total",532.76,1120.77,770.77,1113.42,1112.58
Total Current Assets,11765.26,12312.13,12446.27,16624.98,19391.73
"Property/Plant/Equipment, Total - Gross",1154.90,1226.44,1166.70,1501.43,1559.30
"Accumulated Depreciation, Total",-373.47,-386.42,-414.05,-442.45,-550.29
"Property/Plant/Equipment, Total - Net",781.43,840.02,752.66,1268.52,1435.08
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",441.84,563.30,634.72,988.08,1067.38
Long Term Investments,31972.30,46684.88,49625.58,61728.07,60400.72
Total Assets,45740.77,61539.18,64647.56,82345.92,84369.88
Accounts Payable,155.94,271.11,221.49,282.15,299.31
Accrued Expenses,1974.06,1343.60,1544.27,2216.65,2063.87
Notes Payable/Short Term Debt,710.64,1250.63,1729.47,2501.03,3938.56
"Other Current liabilities, Total",3201.23,4507.64,4436.10,5978.32,6438.42
Total Current Liabilities,7728.40,8861.34,9395.32,12427.18,13738.89
Total Long Term Debt,12478.95,18955.93,20440.49,27461.01,30221.10
Total Debt,14876.11,21694.93,23633.95,31411.06,35158.39
Deferred Income Tax,725.21,901.23,961.01,1462.44,1366.83
"Other Liabilities, Total",507.74,702.85,543.79,712.42,751.02
Total Liabilities,28135.93,43126.29,45694.85,58986.45,61067.14
"Common Stock, Total",6309.50,6309.50,6309.50,9327.42,9715.26
Retained Earnings (Accumulated Deficit),11469.72,12539.21,13862.06,15369.08,13202.65
Treasury Stock - Common,-107.22,0,0,0,0
Unrealised Gain (Loss),20.05,21.65,2.31,144.65,99.78
"Other Equity, Total",-87.20,-457.46,-1221.16,-1481.68,285.05
Total Equity,17604.85,18412.89,18952.71,23359.47,23302.73
Total Liabilities & Shareholders' Equity,45740.77,61539.18,64647.56,82345.92,84369.88
Total Common Shares Outstanding,4237.39,4162.81,4162.81,5037.49,5192.88
"Tangible Book Value per Share, Common Eq",4.05,4.29,4.40,4.44,4.28
