Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,5252.33,4618.20,5602.42,6234.76,6532.57
Total Revenue,5252.33,4618.20,5602.42,6234.76,6532.57
"Selling/General/Admin. Expenses, Total",326.33,346.71,376.19,471.86,425.64
Depreciation/Amortisation,68.94,76.29,74.50,136.88,179.73
Unusual Expense (Income),-27.73,-28.09,0.75,10.31,-307.53
"Other Operating Expenses, Total",-27.40,-302.32,-61.46,-339.11,516.31
Total Operating Expense,3600.60,2198.29,2416.83,2155.93,6352.80
Operating Income,1651.74,2419.91,3185.59,4078.84,179.77
"Interest Inc.(Exp.),Net-Non-Op., Total",291.96,444.44,353.13,181.69,-828.04
"Other, Net",-36.79,-48.83,-30.22,-32.06,-33.39
Net Income Before Taxes,1906.90,2815.53,3508.50,4228.47,-681.66
Provision for Income Taxes,402.63,468.95,658.69,814.83,953.49
Net Income After Taxes,1504.27,2346.58,2849.81,3413.64,-1635.15
Net Income Before Extra. Items,1190.34,1569.56,1762.49,2135.89,-1574.26
Net Income,1190.34,1569.56,1762.49,2135.89,-1574.26
Income Available to Com Excl ExtraOrd,1190.34,1569.56,1762.49,2135.89,-1574.26
Income Available to Com Incl ExtraOrd,1190.34,1569.56,1762.49,2135.89,-1574.26
Diluted Net Income,1254.80,1630.46,1762.49,2192.02,-1574.26
Diluted Weighted Average Shares,4766.94,4742.10,4705.62,5004.08,5085.17
Diluted EPS Excluding ExtraOrd Items,0.26,0.34,0.37,0.44,-0.31
DPS - Common Stock Primary Issue,0.10,0.12,0.12,0.12,0.09
Diluted Normalised EPS,0.26,0.34,0.37,0.44,-0.35
