Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,252.36,338.77,323.13,342.79,178.33
Total Revenue,252.36,338.77,323.13,342.79,178.33
"Selling/General/Admin. Expenses, Total",25.51,23.42,29.88,30.51,22.43
Depreciation/Amortisation,0.73,1.38,1.35,2.36,2.53
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",0.54,-2.59,-1.53,-0.87,-3.22
Total Operating Expense,270.90,349.78,337.82,330.63,189.21
Operating Income,-18.54,-11.01,-14.69,12.16,-10.88
"Interest Inc.(Exp.),Net-Non-Op., Total",-3.88,-1.77,-2.01,-3.70,-1.48
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-22.41,-12.78,-16.71,8.46,-12.36
Provision for Income Taxes,2.31,0.68,1.32,1.15,0.00
Net Income After Taxes,-24.73,-13.45,-18.03,7.31,-12.36
Net Income Before Extra. Items,-25.28,-14.31,-19.34,5.55,-10.96
Net Income,-25.28,-14.31,-19.34,5.55,-10.96
Income Available to Com Excl ExtraOrd,-25.28,-14.31,-19.34,5.55,-10.96
Income Available to Com Incl ExtraOrd,-25.28,-14.31,-19.34,5.55,-10.96
Diluted Net Income,-25.28,-14.31,-19.34,5.55,-10.96
Diluted Weighted Average Shares,2187.90,2193.88,2247.13,3029.02,2938.62
Diluted EPS Excluding ExtraOrd Items,-0.01,-0.01,-0.01,0.00,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.01,-0.01,-0.01,0.00,-0.00
