Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-24.73,-13.45,-18.03,7.31,-12.36
Depreciation/Depletion,26.94,25.82,24.15,28.76,26.30
Non-Cash Items,8.52,3.72,8.27,14.78,3.72
Cash Taxes Paid,1.74,1.76,0.74,0.37,0.75
Changes in Working Capital,5.82,4.29,-12.48,-12.10,4.97
Cash from Operating Activities,16.56,20.38,1.91,38.76,22.63
Capital Expenditures,-13.06,-11.18,-16.03,-9.67,-5.94
"Other Investing Cash Flow Items, Total",3.57,8.10,2.37,6.50,12.42
Cash from Investing Activities,-9.49,-3.07,-13.66,-3.17,6.47
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0.00,0.21,1.14,2.75,9.70
Cash from Financing Activities,-19.26,-14.84,3.21,-28.53,-11.97
Foreign Exchange Effects,-0.65,0.21,-0.02,0.04,-0.11
Net Change in Cash,-12.85,2.67,-8.57,7.11,17.02
