Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,68.91,61.36,61.28,75.92,62.14
Total Revenue,68.91,61.36,61.28,75.92,62.14
"Selling/General/Admin. Expenses, Total",18.37,18.34,22.91,25.40,26.54
Depreciation/Amortisation,0,0,0,3.43,3.51
Unusual Expense (Income),0,0,0,0,3.41
"Other Operating Expenses, Total",2.16,3.42,4.21,5.88,3.26
Total Operating Expense,23.43,22.82,26.14,33.52,36.24
Operating Income,45.49,38.54,35.14,42.40,25.89
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,-1.14,-1.05,-1.09
"Other, Net",0,0,0,0,0
Net Income Before Taxes,45.49,38.54,34.00,41.35,24.81
Provision for Income Taxes,8.61,7.34,6.79,8.54,6.29
Net Income After Taxes,36.88,31.20,27.21,32.81,18.52
Net Income Before Extra. Items,37.39,32.04,28.91,35.75,22.77
Net Income,37.39,32.04,28.91,35.75,22.77
Income Available to Com Excl ExtraOrd,37.39,32.04,28.91,35.75,22.77
Income Available to Com Incl ExtraOrd,37.39,32.04,28.91,35.75,22.77
Diluted Net Income,37.39,32.04,28.91,35.75,22.77
Diluted Weighted Average Shares,1314.29,1314.62,1314.80,1314.72,1324.25
Diluted EPS Excluding ExtraOrd Items,0.03,0.02,0.02,0.03,0.02
DPS - Common Stock Primary Issue,0.02,0.02,0.02,0.02,0.01
Diluted Normalised EPS,0.03,0.02,0.02,0.03,0.02
