Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,320.91,279.65,324.54,335.71,276.41
Total Revenue,320.91,279.65,324.54,335.71,276.41
"Selling/General/Admin. Expenses, Total",36.95,37.10,38.78,37.96,37.93
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.08,-0.73,-0.05,-0.09,-0.01
"Other Operating Expenses, Total",-0.42,-0.15,0.28,-0.10,-3.24
Total Operating Expense,292.53,257.90,309.44,322.36,263.56
Operating Income,28.38,21.75,15.11,13.34,12.85
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.80,-0.26,3.12,0.60,-0.44
"Other, Net",0,0,0,0,0
Net Income Before Taxes,27.58,21.50,18.22,13.95,12.41
Provision for Income Taxes,3.60,3.15,2.65,1.97,2.39
Net Income After Taxes,23.98,18.34,15.57,11.98,10.03
Net Income Before Extra. Items,23.14,18.18,15.46,11.75,9.70
Net Income,23.14,18.18,15.46,11.75,9.70
Income Available to Com Excl ExtraOrd,23.14,18.18,15.46,11.75,9.70
Income Available to Com Incl ExtraOrd,23.14,18.18,15.46,11.75,9.70
Diluted Net Income,23.14,18.18,15.46,11.75,9.70
Diluted Weighted Average Shares,435.52,435.52,435.52,443.36,452.41
Diluted EPS Excluding ExtraOrd Items,0.05,0.04,0.04,0.03,0.02
DPS - Common Stock Primary Issue,0.02,0.02,0.02,0.04,0.02
Diluted Normalised EPS,0.05,0.04,0.04,0.03,0.02
