Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,27.58,21.50,18.22,13.95,12.41
Depreciation/Depletion,4.22,4.80,5.07,5.28,6.66
Non-Cash Items,1.57,1.05,-2.51,0.86,-0.70
Cash Taxes Paid,3.37,3.72,3.15,2.20,2.31
Changes in Working Capital,-25.25,9.85,-20.90,-8.47,14.51
Cash from Operating Activities,8.42,37.42,0.12,11.86,33.10
Capital Expenditures,-8.12,-5.82,-3.88,-11.40,-4.05
"Other Investing Cash Flow Items, Total",0.17,-5.74,2.03,0.15,-0.11
Cash from Investing Activities,-7.94,-11.56,-1.85,-11.25,-4.15
Total Cash Dividends Paid,-9.80,-10.24,-10.24,-7.45,-5.03
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,10.29,-37.74,-1.64,-2.35,-12.26
Foreign Exchange Effects,-0.09,-0.21,0.04,-0.19,-0.01
Net Change in Cash,10.68,-12.09,-3.33,-1.93,16.68
