Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,29.47,21.10,18.74,16.81,30.11
Short Term Investments,4.70,0.98,0.01,0.01,3.39
Cash and Short Term Investments,34.17,22.08,18.75,16.82,33.50
"Accounts Receivable - Trade, Net",101.45,80.80,96.74,94.38,59.93
"Total Receivables, Net",102.49,81.59,97.74,95.82,64.10
Prepaid Expenses,1.93,1.09,1.16,1.39,0
"Other Current Assets, Total",0.42,0.54,0.80,0.92,3.63
Total Current Assets,200.43,168.95,189.28,183.38,180.70
"Property/Plant/Equipment, Total - Gross",73.85,77.62,80.88,91.51,104.43
"Accumulated Depreciation, Total",-39.34,-42.33,-46.71,-51.18,-55.14
"Property/Plant/Equipment, Total - Net",34.51,35.29,34.16,40.33,49.28
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",1.09,0.86,0.62,0.39,0.16
Long Term Investments,5.18,8.61,10.67,12.14,13.14
Total Assets,241.64,214.31,235.44,236.59,243.38
Accounts Payable,24.88,23.50,28.73,22.22,16.03
Accrued Expenses,7.58,6.33,5.85,5.59,5.21
Notes Payable/Short Term Debt,36.91,9.99,19.75,25.61,20.55
"Other Current liabilities, Total",5.69,4.14,4.45,4.39,7.37
Total Current Liabilities,75.23,44.02,58.78,57.93,50.29
Total Long Term Debt,0.12,0.09,0.00,0.14,9.61
Total Debt,37.19,10.13,19.75,25.86,31.30
Deferred Income Tax,1.45,1.65,2.08,1.59,1.25
"Other Liabilities, Total",0.06,0.07,0.09,0.12,0.16
Total Liabilities,81.12,46.93,62.13,61.04,62.89
"Common Stock, Total",56.29,56.29,56.29,58.64,63.71
Retained Earnings (Accumulated Deficit),107.99,115.58,120.80,118.22,117.87
Treasury Stock - Common,-0.95,-0.95,-0.95,-0.95,-0.95
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",-2.81,-3.53,-2.82,-0.36,-0.13
Total Equity,160.52,167.39,173.32,175.55,180.50
Total Liabilities & Shareholders' Equity,241.64,214.31,235.44,236.59,243.38
Total Common Shares Outstanding,435.52,435.52,435.52,443.36,460.26
"Tangible Book Value per Share, Common Eq",0.37,0.38,0.40,0.40,0.39
