Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-28.31,-9.70,-44.69,-24.86,13.76
Depreciation/Depletion,2.16,2.41,12.76,7.98,5.94
Non-Cash Items,14.73,-0.54,27.92,21.01,-17.12
Cash Taxes Paid,0.24,0.45,0.33,0.08,0.10
Changes in Working Capital,5.70,0.64,2.86,-0.51,5.44
Cash from Operating Activities,-5.71,-7.19,-1.15,3.62,8.02
Capital Expenditures,-6.98,-9.24,-11.05,-1.11,-0.50
"Other Investing Cash Flow Items, Total",11.72,-0.03,0.09,0.65,0.25
Cash from Investing Activities,4.74,-9.27,-10.96,-0.46,-0.25
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",10.70,0.00,10.16,0,0
Cash from Financing Activities,1.05,16.09,9.65,-6.79,-5.58
Foreign Exchange Effects,0.12,-0.65,-0.03,-0.01,0.01
Net Change in Cash,0.20,-1.02,-2.48,-3.64,2.20
