Fiscal Year,2015,2016,2017,2018,2020
Period Ended,31 Dec 2015,31 Dec 2016,31 Dec 2017,31 Dec 2018,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-36.42,-69.82,27.46,22.04,-79.52
Depreciation/Depletion,1.75,4.69,10.23,11.24,25.62
Non-Cash Items,41.37,61.15,5.38,10.71,126.89
Cash Taxes Paid,3.65,3.22,7.73,11.07,14.31
Changes in Working Capital,-25.95,3.31,4.03,-6.15,4.86
Cash from Operating Activities,-14.62,7.66,52.17,40.50,78.60
Capital Expenditures,-1.65,-2.43,-24.21,-24.14,-75.43
"Other Investing Cash Flow Items, Total",-76.94,3.19,0.25,-23.15,-25.16
Cash from Investing Activities,-78.59,0.76,-23.96,-47.28,-100.59
Total Cash Dividends Paid,0,0,0,0,-6.61
"Issuance (Retirement) of Stock, Net",0.01,0,0.65,0.13,30.79
Cash from Financing Activities,91.67,-8.23,-37.61,10.19,30.94
Foreign Exchange Effects,0.45,-1.33,1.17,-0.04,-0.36
Net Change in Cash,-1.08,-1.13,-8.23,3.37,8.60
