Fiscal Year,2015,2016,2017,2018,2020
Period Ended,31 Dec 2015,31 Dec 2016,31 Dec 2017,31 Dec 2018,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,18 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,83.04,103.14,200.58,215.61,327.80
Total Revenue,83.04,103.14,200.58,215.61,327.80
"Selling/General/Admin. Expenses, Total",56.57,69.25,69.23,60.33,101.15
Depreciation/Amortisation,6.38,13.02,10.38,11.53,26.04
Unusual Expense (Income),42.51,69.19,-0.02,0,0
"Other Operating Expenses, Total",8.81,20.30,45.91,61.91,175.73
Total Operating Expense,117.05,180.07,165.93,178.43,373.20
Operating Income,-34.01,-76.93,34.65,37.18,-45.41
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,-7.07,-14.05,-32.05
"Other, Net",0,0,-0.13,-1.09,-2.06
Net Income Before Taxes,-34.01,-76.93,27.46,22.04,-79.52
Provision for Income Taxes,2.41,-7.11,6.33,7.34,14.40
Net Income After Taxes,-36.42,-69.82,21.12,14.70,-93.92
Net Income Before Extra. Items,-36.30,-63.30,16.27,10.84,-96.99
Net Income,-36.30,-63.30,-22.33,2.16,-99.20
Income Available to Com Excl ExtraOrd,-36.30,-63.30,16.27,10.84,-96.99
Income Available to Com Incl ExtraOrd,-36.30,-63.30,-22.33,2.16,-99.20
Diluted Net Income,-36.30,-63.30,-22.33,2.16,-99.20
Diluted Weighted Average Shares,4346.91,4591.47,4738.42,26262.54,26382.00
Diluted EPS Excluding ExtraOrd Items,-0.01,-0.01,0.00,0.00,-0.00
DPS - Common Stock Primary Issue,0.00,0.00,0,0.00,0.00
Diluted Normalised EPS,-0.00,-0.00,0.00,0.00,-0.00
