Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,0,0,0,0,0
Depreciation/Depletion,0,0,0,0,0
Non-Cash Items,0,0,0,0,0
Cash Taxes Paid,-231207.00,-361166.00,-456883.00,-387985.00,-162986.00
Changes in Working Capital,0,0,0,0,0
Cash from Operating Activities,1372223.00,1882791.00,1517454.00,1205911.00,2445797.00
Capital Expenditures,-721293.00,-796158.00,-629157.00,-666310.00,-979092.00
"Other Investing Cash Flow Items, Total",16244.00,-233392.00,-299839.00,-263836.00,48389.00
Cash from Investing Activities,-705049.00,-1029550.00,-928996.00,-930146.00,-930703.00
Total Cash Dividends Paid,-112112.00,-381859.00,-570118.00,-442107.00,-254730.00
"Issuance (Retirement) of Stock, Net",0.00,-113082.00,-2685.00,-13736.00,-13917.00
Cash from Financing Activities,-748034.00,-1150616.00,-511380.00,-68502.00,-1247964.00
Foreign Exchange Effects,-840.00,-3007.00,5260.00,-2563.00,21070.00
Net Change in Cash,-81700.00,-300382.00,82338.00,204700.00,288200.00
