Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 May 2017,31 May 2018,31 May 2019,31 May 2020,31 May 2021
Source,ARS,ARS,ARS,ARS,PRESS
Cash,124.05,181.00,114.86,161.74,0
Short Term Investments,54.54,46.10,80.77,76.70,12.09
Cash and Short Term Investments,178.59,227.10,195.63,238.44,220.72
"Accounts Receivable - Trade, Net",63.90,178.88,145.45,111.20,148.16
"Total Receivables, Net",228.67,433.85,404.45,377.95,424.15
Prepaid Expenses,1.92,1.20,5.58,12.18,10.04
"Other Current Assets, Total",47.98,9.50,5.41,4.94,1.38
Total Current Assets,622.90,743.71,718.47,724.40,852.86
"Property/Plant/Equipment, Total - Gross",163.78,0,279.41,308.66,0
"Accumulated Depreciation, Total",-100.21,0,-121.40,-134.27,0
"Property/Plant/Equipment, Total - Net",63.58,159.36,158.02,174.39,180.19
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,901.86,726.87,720.79,726.08,881.67
Total Assets,1637.20,1675.04,1638.81,1666.13,1954.15
Accounts Payable,111.37,130.17,135.64,106.72,226.66
Accrued Expenses,17.58,24.77,23.25,20.16,24.23
Notes Payable/Short Term Debt,243.83,0.00,0.00,0.00,0
"Other Current liabilities, Total",149.75,59.79,69.02,109.13,56.61
Total Current Liabilities,540.66,548.77,539.86,483.67,609.29
Total Long Term Debt,425.55,311.52,271.59,351.34,483.01
Total Debt,687.50,645.55,583.54,599.00,784.79
Deferred Income Tax,1.24,5.27,4.17,3.88,2.19
"Other Liabilities, Total",2.11,2.98,3.07,2.56,2.83
Total Liabilities,1048.99,1000.37,944.75,960.37,1214.11
"Common Stock, Total",82.28,82.28,82.28,82.28,82.28
Retained Earnings (Accumulated Deficit),521.28,610.17,629.56,641.26,675.55
Treasury Stock - Common,-17.78,-17.78,-17.78,-17.78,-17.78
Unrealised Gain (Loss),5.54,0,0,0,0
"Other Equity, Total",-3.10,0,0,0,0
Total Equity,588.22,674.67,694.06,705.76,740.04
Total Liabilities & Shareholders' Equity,1637.20,1675.04,1638.81,1666.13,1954.15
Total Common Shares Outstanding,499.69,499.69,499.69,499.69,499.69
"Tangible Book Value per Share, Common Eq",1.18,1.35,1.39,1.41,1.48
