Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 May 2017,31 May 2018,31 May 2019,31 May 2020,31 May 2021
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,70.21,119.96,44.49,41.50,42.40
Depreciation/Depletion,15.47,14.78,15.64,17.17,16.44
Non-Cash Items,-27.53,-57.33,-4.37,8.96,-6.30
Cash Taxes Paid,4.37,10.78,18.22,7.62,8.82
Changes in Working Capital,-11.33,-58.95,23.97,27.02,-88.34
Cash from Operating Activities,46.82,18.46,79.72,94.65,-35.80
Capital Expenditures,-1.40,-2.97,-11.74,-19.26,-16.42
"Other Investing Cash Flow Items, Total",-213.05,41.99,17.50,-13.48,-119.89
Cash from Investing Activities,-214.45,39.02,5.76,-32.74,-136.31
Total Cash Dividends Paid,-14.99,-11.24,-11.24,-11.24,0.00
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,195.24,-35.92,-113.90,-47.10,183.61
Foreign Exchange Effects,0.07,-0.15,-0.87,-0.13,2.17
Net Change in Cash,27.68,21.41,-29.29,14.68,13.67
