Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 May 2017,31 May 2018,31 May 2019,31 May 2020,31 May 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,281.67,406.96,386.79,556.04,514.49
Total Revenue,281.67,406.96,386.79,556.04,514.49
"Selling/General/Admin. Expenses, Total",28.68,44.52,33.33,32.52,32.13
Depreciation/Amortisation,5.40,4.50,3.49,4.41,0
Unusual Expense (Income),1.54,0.69,-0.95,-1.12,2.24
"Other Operating Expenses, Total",-2.55,-4.39,-0.81,-8.30,-26.01
Total Operating Expense,231.80,292.95,334.49,491.14,463.03
Operating Income,49.87,114.01,52.30,64.90,51.46
"Interest Inc.(Exp.),Net-Non-Op., Total",20.34,5.95,-7.81,-23.41,-9.06
"Other, Net",0,0,0,0,0
Net Income Before Taxes,70.21,119.96,44.49,41.50,42.40
Provision for Income Taxes,7.43,24.71,6.31,7.85,7.24
Net Income After Taxes,62.78,95.25,38.17,33.65,35.16
Net Income Before Extra. Items,53.24,82.55,32.86,28.65,26.07
Net Income,53.24,82.55,32.86,28.65,26.07
Income Available to Com Excl ExtraOrd,53.24,82.55,32.86,28.65,26.07
Income Available to Com Incl ExtraOrd,53.24,82.55,32.86,28.65,26.07
Diluted Net Income,53.24,82.55,32.86,28.65,26.07
Diluted Weighted Average Shares,499.69,499.69,499.69,499.69,499.39
Diluted EPS Excluding ExtraOrd Items,0.11,0.17,0.07,0.06,0.05
DPS - Common Stock Primary Issue,0.02,0.02,0.02,0.01,0.01
Diluted Normalised EPS,0.11,0.17,0.06,0.06,0.06
