Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Aug 2016,31 Aug 2017,31 Aug 2018,31 Aug 2019,31 Aug 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,1.77,2.67,1.65,-0.49,-23.02
Depreciation/Depletion,3.03,2.87,2.79,3.03,3.13
Non-Cash Items,-1.15,0.39,1.12,1.86,22.10
Cash Taxes Paid,0.49,0.46,0.45,0.46,0.34
Changes in Working Capital,3.43,-1.92,2.03,-0.55,0.88
Cash from Operating Activities,7.35,4.01,7.59,3.85,3.10
Capital Expenditures,-3.24,-4.83,-8.33,-5.80,-2.20
"Other Investing Cash Flow Items, Total",-3.49,-2.65,-6.95,2.89,-0.26
Cash from Investing Activities,-6.73,-7.47,-15.28,-2.91,-2.46
Total Cash Dividends Paid,0.00,-1.81,-2.10,-1.28,0
"Issuance (Retirement) of Stock, Net",0.00,2.75,-0.15,-0.15,0
Cash from Financing Activities,5.48,-0.50,2.84,-1.96,-0.09
Foreign Exchange Effects,-0.35,0.24,-0.22,-0.03,-0.05
Net Change in Cash,5.74,-3.73,-5.07,-1.05,0.50
