Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Aug 2016,31 Aug 2017,31 Aug 2018,31 Aug 2019,31 Aug 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,49.24,52.76,51.32,53.45,44.79
Total Revenue,49.24,52.76,51.32,53.45,44.79
"Selling/General/Admin. Expenses, Total",10.59,11.03,11.05,15.30,9.58
Depreciation/Amortisation,3.29,2.87,2.79,3.03,3.13
Unusual Expense (Income),-0.64,-0.97,0.37,-3.65,19.69
"Other Operating Expenses, Total",5.62,9.08,9.38,9.71,8.28
Total Operating Expense,47.47,50.09,49.25,51.80,66.38
Operating Income,1.77,2.67,2.07,1.66,-21.58
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,-0.42,-2.14,-1.43
"Other, Net",0,0,0,0,0
Net Income Before Taxes,1.77,2.67,1.65,-0.49,-23.02
Provision for Income Taxes,0.73,0.47,0.63,0.49,0.31
Net Income After Taxes,1.05,2.20,1.02,-0.97,-23.32
Net Income Before Extra. Items,1.15,2.21,1.28,-0.81,-23.36
Net Income,1.15,2.21,1.28,-0.81,-23.36
Income Available to Com Excl ExtraOrd,1.15,2.21,1.28,-0.81,-23.36
Income Available to Com Incl ExtraOrd,1.15,2.21,1.28,-0.81,-23.36
Diluted Net Income,1.15,2.21,1.28,-0.81,-23.36
Diluted Weighted Average Shares,452.67,460.32,532.08,619.23,608.26
Diluted EPS Excluding ExtraOrd Items,0.00,0.00,0.00,-0.00,-0.04
DPS - Common Stock Primary Issue,0.00,0.00,0.00,0.00,0
Diluted Normalised EPS,0.00,0.00,0.00,-0.01,-0.02
