Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,33.94,39.98,35.72,33.60,29.41
Total Revenue,33.94,39.98,35.72,33.60,29.41
"Selling/General/Admin. Expenses, Total",4.66,5.02,5.13,5.38,5.06
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.01,-0.11,0.00,0.38,0.12
"Other Operating Expenses, Total",-1.58,-1.14,-0.89,-0.43,-1.03
Total Operating Expense,26.09,31.96,30.02,27.88,22.47
Operating Income,7.85,8.02,5.70,5.72,6.95
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,7.85,8.02,5.70,5.72,6.95
Provision for Income Taxes,1.48,0.99,0.83,1.07,0.97
Net Income After Taxes,6.38,7.03,4.86,4.65,5.97
Net Income Before Extra. Items,6.38,7.03,4.86,4.65,5.97
Net Income,6.23,7.03,4.86,4.65,5.97
Income Available to Com Excl ExtraOrd,6.38,7.03,4.86,4.65,5.97
Income Available to Com Incl ExtraOrd,6.23,7.03,4.86,4.65,5.97
Diluted Net Income,6.23,7.03,4.86,4.65,5.97
Diluted Weighted Average Shares,171.46,171.05,171.05,171.05,171.05
Diluted EPS Excluding ExtraOrd Items,0.04,0.04,0.03,0.03,0.03
DPS - Common Stock Primary Issue,0.02,0.02,0.02,0.02,0.02
Diluted Normalised EPS,0.04,0.04,0.03,0.03,0.04
