Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,27.16,38.55,25.79,46.26,29.51
Depreciation/Depletion,0.16,0.09,0.09,1.41,1.81
Non-Cash Items,-8.61,-13.42,-13.40,-14.94,-10.93
Cash Taxes Paid,2.64,4.74,5.37,5.20,4.45
Changes in Working Capital,-3.44,-3.21,-4.94,-31.55,3.82
Cash from Operating Activities,15.09,21.94,7.56,0.87,24.98
Capital Expenditures,-0.05,-0.12,-0.05,-0.72,-25.29
"Other Investing Cash Flow Items, Total",-10.68,-19.88,24.92,43.54,-17.05
Cash from Investing Activities,-10.73,-19.99,24.87,42.83,-42.34
Total Cash Dividends Paid,-10.40,-10.40,-16.82,-13.45,-14.68
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-10.40,-10.40,-16.82,-14.64,-15.89
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-6.04,-8.45,15.61,29.07,-33.24
