Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,0,0,0,0,0
Total Revenue,49.31,66.56,40.90,69.52,55.34
"Selling/General/Admin. Expenses, Total",13.30,13.66,14.22,15.57,13.34
Depreciation/Amortisation,0.16,0,0,0,1.81
Unusual Expense (Income),1.30,0.00,-0.06,0.07,0.74
"Other Operating Expenses, Total",-0.49,8.85,-2.78,4.11,4.17
Total Operating Expense,22.15,28.01,15.11,23.26,25.84
Operating Income,27.16,38.55,25.79,46.26,29.51
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,27.16,38.55,25.79,46.26,29.51
Provision for Income Taxes,4.03,5.60,1.96,5.87,5.40
Net Income After Taxes,23.13,32.95,23.83,40.39,24.10
Net Income Before Extra. Items,23.13,32.95,23.83,40.39,24.10
Net Income,23.13,32.95,23.83,40.39,24.10
Income Available to Com Excl ExtraOrd,23.13,32.95,23.83,40.39,24.10
Income Available to Com Incl ExtraOrd,23.13,32.95,23.83,40.39,24.10
Diluted Net Income,23.13,32.95,23.83,40.39,24.10
Diluted Weighted Average Shares,61.16,61.16,61.16,61.16,61.16
Diluted EPS Excluding ExtraOrd Items,0.38,0.54,0.39,0.66,0.39
DPS - Common Stock Primary Issue,0.15,0.17,0.17,0.17,0.17
Diluted Normalised EPS,0.40,0.54,0.39,0.66,0.40
