Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Mar 2016,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,6662.00,4113.00,4132.00,-12493.00,1703.00
Depreciation/Depletion,3415.00,3259.00,3168.00,3290.00,5025.00
Non-Cash Items,2387.00,4089.00,3761.00,19174.00,5206.00
Cash Taxes Paid,1241.00,1457.00,1290.00,980.00,1156.00
Changes in Working Capital,-2128.00,-2871.00,-2697.00,-1918.00,-3593.00
Cash from Operating Activities,10336.00,8590.00,8364.00,8053.00,8341.00
Capital Expenditures,-1546.00,-1660.00,-2230.00,-1311.00,-1998.00
"Other Investing Cash Flow Items, Total",-21.00,1.00,-110.00,-6.00,201.00
Cash from Investing Activities,-1567.00,-1659.00,-2340.00,-1317.00,-1797.00
Total Cash Dividends Paid,-7881.00,-5831.00,-4696.00,-3470.00,-4150.00
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,-10259.00,-7478.00,-8131.00,-6366.00,-6136.00
Foreign Exchange Effects,-27.00,-1.00,0.00,0,-5.00
Net Change in Cash,-1517.00,-548.00,-2107.00,370.00,403.00
