Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,0,0,PROSPECTUS,ARS,ARS
Net Income/Starting Line,0,0,16.69,8.91,-103.30
Depreciation/Depletion,0,0,19.55,13.69,25.56
Non-Cash Items,0,0,12.31,7.54,78.86
Cash Taxes Paid,0,0,0.53,0,0.02
Changes in Working Capital,0,0,-1.54,-4.58,8.52
Cash from Operating Activities,0,0,47.01,25.56,9.67
Capital Expenditures,0,0,-695.00,-7.10,-95.06
"Other Investing Cash Flow Items, Total",0,0,-11.83,0.36,0.13
Cash from Investing Activities,0,0,-706.83,-6.74,-94.93
Total Cash Dividends Paid,0,0,0,0,-23.86
"Issuance (Retirement) of Stock, Net",0,0,498.00,498.00,0.00
Cash from Financing Activities,0,0,692.14,4.36,66.77
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,0,0,32.31,23.19,-18.49
