Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,4.66,32.18,33.49,52.76,97.59
Depreciation/Depletion,0.70,0.61,1.16,4.43,6.15
Non-Cash Items,1.78,7.19,8.53,17.69,19.34
Cash Taxes Paid,-0.01,0.28,5.16,6.65,9.84
Changes in Working Capital,-8.96,9.84,-9.81,-8.88,-39.06
Cash from Operating Activities,-1.66,49.92,34.09,67.65,86.29
Capital Expenditures,-0.61,-2.45,-4.73,-3.31,-5.24
"Other Investing Cash Flow Items, Total",-0.54,0.08,-8.51,0.54,-24.53
Cash from Investing Activities,-1.14,-2.38,-13.24,-2.77,-29.77
Total Cash Dividends Paid,-0.66,-4.47,-8.37,-10.53,-22.24
"Issuance (Retirement) of Stock, Net",-0.78,-1.81,-0.55,-1.51,0.58
Cash from Financing Activities,-1.53,-6.38,-9.22,-15.20,-25.91
Foreign Exchange Effects,0.29,-1.37,1.17,-0.89,-3.50
Net Change in Cash,-4.05,39.79,12.80,48.79,27.11
