Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,21.17,25.40,20.66,20.00,33.23
Short Term Investments,60.60,-92.79,-98.35,25.99,19.82
Cash and Short Term Investments,81.78,-67.39,-77.69,45.99,53.05
"Accounts Receivable - Trade, Net",7.11,3.65,2.97,2.81,1.88
"Total Receivables, Net",7.11,4.34,3.51,3.20,4.11
Prepaid Expenses,0,1.28,0.99,0.80,0.61
"Other Current Assets, Total",0,132.91,132.25,5.00,4.07
Total Current Assets,91.29,73.87,61.83,57.66,64.23
"Property/Plant/Equipment, Total - Gross",0,60.43,61.55,94.27,83.77
"Accumulated Depreciation, Total",0,-35.51,-38.95,-38.76,-40.54
"Property/Plant/Equipment, Total - Net",22.11,24.92,22.61,55.51,43.23
"Goodwill, Net",0,8.30,8.30,8.30,8.30
"Intangibles, Net",0.28,8.58,8.06,7.82,7.51
Long Term Investments,3.39,10.98,20.59,22.83,26.95
Total Assets,117.07,128.48,126.02,157.68,156.00
Accounts Payable,0,6.34,6.02,5.74,4.48
Accrued Expenses,0,5.72,4.83,4.80,3.12
Notes Payable/Short Term Debt,0.00,0.14,0.38,0.28,0.08
"Other Current liabilities, Total",3.17,5.70,6.65,5.36,11.21
Total Current Liabilities,15.68,17.91,17.88,32.18,31.80
Total Long Term Debt,0.00,0.00,0.32,19.38,18.82
Total Debt,0.18,0.14,0.70,35.66,31.81
Deferred Income Tax,1.35,2.98,2.88,2.60,2.39
"Other Liabilities, Total",0.00,6.14,4.76,5.06,1.12
Total Liabilities,17.52,29.99,29.64,63.42,58.50
"Common Stock, Total",43.30,43.30,43.30,43.30,43.30
Retained Earnings (Accumulated Deficit),56.25,55.91,53.55,51.50,54.97
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,-0.72,-0.46,-0.54,-0.77
Total Equity,99.54,98.49,96.38,94.26,97.50
Total Liabilities & Shareholders' Equity,117.07,128.48,126.02,157.68,156.00
Total Common Shares Outstanding,201.00,201.00,201.00,201.00,201.00
"Tangible Book Value per Share, Common Eq",0.49,0.41,0.40,0.39,0.41
