Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,6.73,7.70,3.99,3.01,6.55
Depreciation/Depletion,3.38,4.35,4.99,22.22,19.78
Non-Cash Items,0.04,0.27,0.33,0.85,1.01
Cash Taxes Paid,1.20,1.08,1.18,0.84,0.58
Changes in Working Capital,-0.79,-3.76,-1.64,-1.85,-1.00
Cash from Operating Activities,9.38,8.55,7.67,24.23,26.34
Capital Expenditures,-5.86,-4.53,-2.20,-3.12,-1.06
"Other Investing Cash Flow Items, Total",0.79,-23.52,-8.29,-2.31,-4.40
Cash from Investing Activities,-5.07,-28.05,-10.49,-5.43,-5.46
Total Cash Dividends Paid,-5.03,-5.03,-5.03,-4.02,-2.51
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-4.87,-5.07,-4.49,-21.94,-13.82
Foreign Exchange Effects,0.12,-0.61,0.02,-0.18,0.01
Net Change in Cash,-0.45,-25.18,-7.30,-3.32,7.06
