Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,103.93,117.99,125.00,121.13,85.98
Total Revenue,103.93,117.99,125.00,121.13,85.98
"Selling/General/Admin. Expenses, Total",40.84,45.50,49.99,49.09,41.15
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,0,-6.19
"Other Operating Expenses, Total",-0.70,-1.21,-0.94,-1.20,-6.47
Total Operating Expense,97.18,109.95,120.70,116.47,77.71
Operating Income,6.75,8.04,4.31,4.67,8.27
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.01,-0.34,-0.32,-1.43,-1.55
"Other, Net",0,0,0,-0.23,-0.17
Net Income Before Taxes,6.73,7.70,3.99,3.01,6.55
Provision for Income Taxes,1.12,0.95,0.77,0.60,0.41
Net Income After Taxes,5.61,6.75,3.23,2.41,6.14
Net Income Before Extra. Items,5.41,6.23,2.67,1.97,5.98
Net Income,5.41,6.23,2.67,1.97,5.98
Income Available to Com Excl ExtraOrd,5.41,6.23,2.67,1.97,5.98
Income Available to Com Incl ExtraOrd,5.41,6.23,2.67,1.97,5.98
Diluted Net Income,5.41,6.23,2.67,1.97,5.98
Diluted Weighted Average Shares,201.00,201.00,201.00,201.33,201.00
Diluted EPS Excluding ExtraOrd Items,0.03,0.03,0.01,0.01,0.03
DPS - Common Stock Primary Issue,0.03,0.03,0.03,0.02,0.02
Diluted Normalised EPS,0.03,0.03,0.01,0.01,0.00
