Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,177.09,156.88,56.63,321.80,-404.78
Depreciation/Depletion,4.43,6.96,6.86,51.08,48.83
Non-Cash Items,29.22,-16.09,75.78,-154.40,542.34
Cash Taxes Paid,11.98,25.78,26.72,28.80,30.07
Changes in Working Capital,255.46,101.27,-20.12,177.90,-5.64
Cash from Operating Activities,466.20,249.19,119.38,396.60,180.74
Capital Expenditures,-2.25,-10.48,-7.16,-11.40,-12.68
"Other Investing Cash Flow Items, Total",-12.87,-162.80,-443.60,393.28,699.24
Cash from Investing Activities,-15.12,-173.28,-450.76,381.88,686.56
Total Cash Dividends Paid,-73.78,-59.91,-64.86,-167.99,-111.09
"Issuance (Retirement) of Stock, Net",-2.35,0.00,-0.48,0.00,-21.80
Cash from Financing Activities,-383.01,234.99,205.41,-739.25,-785.09
Foreign Exchange Effects,0.45,-9.00,-0.22,-0.93,-1.04
Net Change in Cash,68.52,301.91,-126.19,38.30,81.18
