Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,130.36,111.87,47.51,74.30,49.05
Total Revenue,130.36,111.87,47.51,74.30,49.05
"Selling/General/Admin. Expenses, Total",6.01,6.99,0.68,0.73,0
Depreciation/Amortisation,1.43,1.35,1.46,1.52,1.60
Unusual Expense (Income),0.20,5.25,-0.03,-0.32,1.69
"Other Operating Expenses, Total",11.44,6.45,3.85,3.79,7.57
Total Operating Expense,149.67,134.61,49.33,65.37,55.93
Operating Income,-19.31,-22.74,-1.82,8.93,-6.88
"Interest Inc.(Exp.),Net-Non-Op., Total",-1.28,-1.81,-1.41,-1.29,-0.97
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-20.59,-24.55,-3.23,7.64,-7.85
Provision for Income Taxes,-1.39,5.09,0.17,0.90,-0.21
Net Income After Taxes,-19.20,-29.64,-3.40,6.74,-7.64
Net Income Before Extra. Items,-18.13,-27.38,-3.02,6.93,-7.54
Net Income,-15.13,-27.38,-5.19,4.43,-7.54
Income Available to Com Excl ExtraOrd,-18.13,-27.38,-3.02,6.93,-7.54
Income Available to Com Incl ExtraOrd,-15.13,-27.38,-5.19,4.43,-7.54
Diluted Net Income,-15.13,-27.38,-5.19,4.43,-7.54
Diluted Weighted Average Shares,171.87,154.51,213.44,216.33,216.18
Diluted EPS Excluding ExtraOrd Items,-0.11,-0.18,-0.01,0.03,-0.03
DPS - Common Stock Primary Issue,0,0,0,0,0.01
Diluted Normalised EPS,-0.10,-0.16,-0.01,0.03,-0.03
