Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-20.59,-24.55,-3.23,7.64,-7.85
Depreciation/Depletion,9.22,7.94,9.31,6.70,4.02
Non-Cash Items,6.06,7.75,0.40,1.16,9.97
Cash Taxes Paid,1.65,0.26,-0.20,0.35,0.04
Changes in Working Capital,5.45,1.49,-0.36,-17.28,4.57
Cash from Operating Activities,0.19,-7.27,6.39,-1.44,11.05
Capital Expenditures,-1.52,-2.59,-1.63,-1.40,-1.73
"Other Investing Cash Flow Items, Total",11.72,8.28,-4.01,7.07,1.00
Cash from Investing Activities,10.21,5.69,-5.64,5.67,-0.72
Total Cash Dividends Paid,0.00,0,0,0,-2.16
"Issuance (Retirement) of Stock, Net",-0.06,-0.04,12.11,-0.01,-0.03
Cash from Financing Activities,-4.83,-18.38,8.73,-2.67,-9.60
Foreign Exchange Effects,0.87,-0.69,-0.41,-0.85,1.21
Net Change in Cash,6.44,-20.65,9.06,0.72,1.93
