Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Cash,19.88,9.60,0,0,0
Short Term Investments,11.53,1.16,0,0,0
Cash and Short Term Investments,31.41,10.76,19.82,20.54,22.47
"Accounts Receivable - Trade, Net",37.06,25.51,35.38,23.83,12.93
"Total Receivables, Net",46.69,26.70,36.75,25.10,12.93
Prepaid Expenses,2.03,1.31,1.00,0.58,2.80
"Other Current Assets, Total",0.19,0.18,0.23,0.09,0
Total Current Assets,95.79,53.98,73.37,64.13,51.64
"Property/Plant/Equipment, Total - Gross",120.87,115.36,134.22,88.94,0
"Accumulated Depreciation, Total",-66.18,-68.43,-76.17,-53.88,0
"Property/Plant/Equipment, Total - Net",54.69,46.92,58.05,35.06,31.91
"Goodwill, Net",10.45,4.56,4.81,7.89,3.24
"Intangibles, Net",0.10,0.38,0.92,0.78,0.19
Long Term Investments,1.22,1.92,3.82,4.10,1.96
Total Assets,171.80,111.14,145.04,115.43,89.47
Accounts Payable,11.71,8.81,21.84,5.91,0
Accrued Expenses,13.72,9.68,7.85,5.55,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",1.55,1.36,2.66,1.96,0.39
Total Current Liabilities,30.50,21.03,35.68,15.15,10.58
Total Long Term Debt,38.22,21.45,37.32,29.99,22.97
Total Debt,41.74,22.63,40.65,31.73,24.55
Deferred Income Tax,1.41,0.60,0.42,0.48,0.28
"Other Liabilities, Total",1.70,1.36,0.47,0.14,0.11
Total Liabilities,77.85,47.95,76.84,47.28,34.01
"Common Stock, Total",36.81,36.81,48.91,48.92,48.92
Retained Earnings (Accumulated Deficit),57.14,29.53,22.07,19.65,6.59
Treasury Stock - Common,-0.00,-0.00,-0.00,-0.01,-0.04
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0.00,-3.15,-2.79,-0.42,0
Total Equity,93.95,63.19,68.20,68.14,55.46
Total Liabilities & Shareholders' Equity,171.80,111.14,145.04,115.43,89.47
Total Common Shares Outstanding,171.95,171.94,216.32,216.29,216.15
"Tangible Book Value per Share, Common Eq",0.48,0.34,0.29,0.27,0.24
