Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-9.22,-11.28,14.45,-16.92,-25.91
Depreciation/Depletion,1.91,2.81,11.36,18.18,17.27
Non-Cash Items,6.56,2.76,-21.66,7.90,20.87
Cash Taxes Paid,0.20,-0.52,0.30,0.22,1.27
Changes in Working Capital,-29.47,-10.67,-13.74,5.87,-9.88
Cash from Operating Activities,-30.22,-16.36,-9.33,15.29,2.61
Capital Expenditures,-2.10,-0.71,-8.82,-0.94,-6.66
"Other Investing Cash Flow Items, Total",3.40,2.69,-40.42,4.91,3.71
Cash from Investing Activities,1.30,1.99,-49.24,3.97,-2.95
Total Cash Dividends Paid,-5.07,-2.54,0.00,-1.01,-1.01
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,-5.07,-2.54,0.00,-2.52,0.48
Foreign Exchange Effects,0.89,-3.40,0.85,-0.44,-1.05
Net Change in Cash,-33.11,-20.31,-57.72,16.30,-0.91
