Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 May 2017,31 May 2018,31 May 2019,31 May 2020,31 May 2021
Source,PROSPECTUS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,19.65,28.23,-2.17,11.90,14.27
Depreciation/Depletion,0.01,0.02,0.13,0.32,0.30
Non-Cash Items,-6.73,-6.76,8.22,1.67,-7.65
Cash Taxes Paid,0.00,2.15,0.03,1.96,3.23
Changes in Working Capital,-2.36,-36.90,13.97,21.40,-83.20
Cash from Operating Activities,10.56,-15.41,20.15,35.29,-76.28
Capital Expenditures,0.00,-0.04,-0.24,-0.22,-0.03
"Other Investing Cash Flow Items, Total",34.13,-50.44,11.14,-5.87,-12.88
Cash from Investing Activities,34.13,-50.49,10.90,-6.09,-12.91
Total Cash Dividends Paid,0,-38.37,0.00,-0.91,0.00
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-35.81,90.71,-45.82,-26.17,89.97
Foreign Exchange Effects,0,0.00,-0.03,0.09,0.04
Net Change in Cash,8.88,24.82,-14.81,3.12,0.82
