Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,199.26,132.08,200.00,226.13,153.09
Total Revenue,199.26,132.08,200.00,226.13,153.09
"Selling/General/Admin. Expenses, Total",12.41,11.54,10.93,8.92,8.84
Depreciation/Amortisation,1.96,1.72,2.07,2.38,2.19
Unusual Expense (Income),-0.19,0.09,0.31,1.86,-2.64
"Other Operating Expenses, Total",2.13,2.25,1.75,2.57,-0.62
Total Operating Expense,166.52,106.07,178.94,216.30,154.85
Operating Income,32.74,26.02,21.06,9.82,-1.75
"Interest Inc.(Exp.),Net-Non-Op., Total",14.23,9.62,-9.43,7.84,-2.93
"Other, Net",0,0,0,0,0
Net Income Before Taxes,46.98,35.64,11.63,17.67,-4.68
Provision for Income Taxes,5.56,4.40,3.17,2.24,-0.47
Net Income After Taxes,41.41,31.24,8.46,15.43,-4.21
Net Income Before Extra. Items,40.98,30.55,7.63,15.82,-3.79
Net Income,40.98,30.55,7.63,15.82,-3.79
Income Available to Com Excl ExtraOrd,40.98,30.55,7.63,15.82,-3.79
Income Available to Com Incl ExtraOrd,40.98,30.55,7.63,15.82,-3.79
Diluted Net Income,40.98,30.55,7.63,15.82,-3.79
Diluted Weighted Average Shares,564.95,569.74,569.74,568.41,563.90
Diluted EPS Excluding ExtraOrd Items,0.07,0.05,0.01,0.03,-0.01
DPS - Common Stock Primary Issue,0.03,0.02,0.02,0.02,0.01
Diluted Normalised EPS,0.07,0.05,0.01,0.03,-0.01
