Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,46.98,35.64,11.63,17.67,-4.68
Depreciation/Depletion,1.96,1.71,2.07,2.37,2.18
Non-Cash Items,-17.37,-15.02,6.16,-6.83,3.48
Cash Taxes Paid,4.38,6.05,3.88,3.03,2.02
Changes in Working Capital,-22.69,-13.33,-14.32,14.58,19.08
Cash from Operating Activities,8.88,9.00,5.54,27.79,20.07
Capital Expenditures,-0.47,-10.49,-3.04,-0.55,-1.46
"Other Investing Cash Flow Items, Total",30.70,-102.68,20.90,6.27,-8.81
Cash from Investing Activities,30.22,-113.18,17.87,5.73,-10.27
Total Cash Dividends Paid,-14.66,-14.81,-12.53,-12.50,-6.77
"Issuance (Retirement) of Stock, Net",3.83,0,0,-1.65,-0.48
Cash from Financing Activities,-91.30,27.28,11.49,-41.16,-6.92
Foreign Exchange Effects,-0.17,0.10,-0.12,-0.01,0.05
Net Change in Cash,-52.36,-76.80,34.77,-7.65,2.93
