Fiscal Year,2011,2012,2013,2014,2015
Period Ended,31 Dec 2011,31 Dec 2012,31 Dec 2013,31 Dec 2014,31 Dec 2015
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,42.18,62.54,90.90,31.25,-18.68
Depreciation/Depletion,20.80,28.06,34.74,44.09,43.08
Non-Cash Items,40.12,40.55,6.31,-50.59,96.81
Cash Taxes Paid,20.07,10.99,22.77,13.69,20.75
Changes in Working Capital,-87.05,-200.29,-218.54,8.34,-25.97
Cash from Operating Activities,16.04,-69.14,-86.60,33.09,95.24
Capital Expenditures,-171.93,-168.58,-144.15,-191.77,-30.72
"Other Investing Cash Flow Items, Total",14.58,22.62,208.14,77.62,29.15
Cash from Investing Activities,-157.35,-145.96,63.99,-114.15,-1.56
Total Cash Dividends Paid,0,0,-0.90,-14.55,0.00
"Issuance (Retirement) of Stock, Net",0,112.15,0,0,33.09
Cash from Financing Activities,120.90,229.86,55.77,96.16,-166.94
Foreign Exchange Effects,-0.11,0.16,-0.10,-0.16,-0.02
Net Change in Cash,-20.52,14.92,33.07,14.94,-73.28
