Fiscal Year,2011,2012,2013,2014,2015
Period Ended,31 Dec 2011,31 Dec 2012,31 Dec 2013,31 Dec 2014,31 Dec 2015
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,654.49,952.23,1039.13,726.51,833.00
Total Revenue,654.49,952.23,1039.13,726.51,833.00
"Selling/General/Admin. Expenses, Total",58.52,60.91,79.28,50.22,28.77
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-2.63,-9.09,-8.54,-103.61,22.48
"Other Operating Expenses, Total",-18.86,0.58,17.86,3.09,14.24
Total Operating Expense,565.14,857.24,916.34,690.78,822.61
Operating Income,89.35,95.00,122.79,35.73,10.38
"Interest Inc.(Exp.),Net-Non-Op., Total",-18.37,0,0,0,0
"Other, Net",-1.58,0,0,0,0
Net Income Before Taxes,69.41,95.00,122.79,35.73,10.38
Provision for Income Taxes,27.23,32.46,31.90,4.49,29.06
Net Income After Taxes,42.18,62.54,90.90,31.25,-18.68
Net Income Before Extra. Items,32.07,47.39,68.28,22.53,-23.39
Net Income,32.07,47.39,68.28,22.53,-23.39
Income Available to Com Excl ExtraOrd,32.07,45.68,62.12,16.42,-27.38
Income Available to Com Incl ExtraOrd,32.07,45.68,62.12,16.42,-27.38
Diluted Net Income,32.07,47.92,64.92,16.42,-27.38
Diluted Weighted Average Shares,399.01,435.96,408.31,395.90,453.22
Diluted EPS Excluding ExtraOrd Items,0.08,0.11,0.16,0.04,-0.06
DPS - Common Stock Primary Issue,0.00,0.00,0.00,0.00,0.00
Diluted Normalised EPS,0.08,0.10,0.14,-0.13,-0.03
