Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,14.33,18.75,23.70,20.22,31.99
Depreciation/Depletion,2.02,2.21,2.16,3.78,4.04
Non-Cash Items,1.14,2.85,2.74,4.03,5.88
Cash Taxes Paid,4.28,5.20,5.71,5.72,8.19
Changes in Working Capital,-5.14,-18.96,-16.26,-17.55,-11.33
Cash from Operating Activities,12.36,4.85,12.33,10.48,30.58
Capital Expenditures,-2.51,-2.10,-2.63,-5.02,-10.51
"Other Investing Cash Flow Items, Total",-3.62,-10.41,-10.98,-4.80,4.42
Cash from Investing Activities,-6.14,-12.50,-13.62,-9.82,-6.09
Total Cash Dividends Paid,-1.42,-1.28,-2.29,-1.26,-0.62
"Issuance (Retirement) of Stock, Net",0,8.57,0.00,5.40,0.00
Cash from Financing Activities,-7.88,7.68,0.62,-7.03,-4.04
Foreign Exchange Effects,-0.15,0.73,-0.14,0.28,-0.18
Net Change in Cash,-1.80,0.76,-0.80,-6.09,20.27
