Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,258.50,291.96,301.99,290.99,361.86
Total Revenue,258.50,291.96,301.99,290.99,361.86
"Selling/General/Admin. Expenses, Total",50.41,53.72,54.74,53.35,53.54
Depreciation/Amortisation,1.82,1.82,1.79,3.39,3.54
Unusual Expense (Income),-0.49,-0.09,2.14,0.41,6.16
"Other Operating Expenses, Total",-3.16,-0.51,-2.24,-2.46,-3.09
Total Operating Expense,243.78,273.02,277.63,268.52,329.12
Operating Income,14.72,18.95,24.36,22.47,32.75
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.39,-0.20,-0.67,-2.25,-0.76
"Other, Net",0,0,0,0,0
Net Income Before Taxes,14.33,18.75,23.70,20.22,31.99
Provision for Income Taxes,4.29,5.07,7.12,6.03,9.50
Net Income After Taxes,10.04,13.68,16.58,14.19,22.50
Net Income Before Extra. Items,5.15,9.49,10.95,7.05,15.14
Net Income,5.15,9.49,10.95,7.05,15.14
Income Available to Com Excl ExtraOrd,5.15,9.49,10.95,7.05,15.14
Income Available to Com Incl ExtraOrd,5.15,9.49,10.95,7.05,15.14
Diluted Net Income,5.15,9.49,10.95,7.05,15.14
Diluted Weighted Average Shares,354.68,393.48,394.69,418.80,431.56
Diluted EPS Excluding ExtraOrd Items,0.01,0.02,0.03,0.02,0.04
DPS - Common Stock Primary Issue,0.00,0.01,0.01,0.00,0.01
Diluted Normalised EPS,0.01,0.02,0.03,0.02,0.05
