Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-0.06,-0.23,-0.58,-2.59,-2.22
Depreciation/Depletion,0.01,0.85,0.45,0.65,0.71
Non-Cash Items,-0.26,0.85,1.24,0.88,2.02
Cash Taxes Paid,0.00,-0.01,0.29,0.10,0.01
Changes in Working Capital,-8.17,1.48,-0.74,2.12,-4.37
Cash from Operating Activities,-8.48,2.95,0.37,1.06,-3.86
Capital Expenditures,-0.19,-0.01,-0.12,-0.95,-0.07
"Other Investing Cash Flow Items, Total",0.82,0.19,0.00,-2.95,0.02
Cash from Investing Activities,0.63,0.18,-0.11,-3.90,-0.05
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",2.98,0,0,0,0
Cash from Financing Activities,2.68,4.16,-0.66,-0.10,3.48
Foreign Exchange Effects,-0.03,0.40,-0.19,0.01,0.09
Net Change in Cash,-5.19,7.70,-0.59,-2.93,-0.34
