Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,109.88,524.02,413.40,360.47,411.15
Total Revenue,109.88,524.02,413.40,360.47,411.15
"Selling/General/Admin. Expenses, Total",1.37,2.74,3.02,2.93,2.78
Depreciation/Amortisation,0.01,0.85,0.45,0.65,0.71
Unusual Expense (Income),0,0,0,0,0.66
"Other Operating Expenses, Total",2.75,5.99,4.12,4.26,3.89
Total Operating Expense,109.81,523.38,412.94,361.80,411.87
Operating Income,0.07,0.63,0.46,-1.32,-0.72
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.14,-0.86,-1.04,-1.26,-1.50
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-0.06,-0.23,-0.58,-2.59,-2.22
Provision for Income Taxes,0.18,0.30,0.17,-0.10,0.46
Net Income After Taxes,-0.24,-0.53,-0.75,-2.49,-2.67
Net Income Before Extra. Items,-0.41,-0.54,-0.74,-2.48,-2.63
Net Income,-0.53,-0.54,-0.74,-2.48,-2.63
Income Available to Com Excl ExtraOrd,-0.41,-0.54,-0.74,-2.48,-2.63
Income Available to Com Incl ExtraOrd,-0.53,-0.54,-0.74,-2.48,-2.63
Diluted Net Income,-0.53,-0.54,-0.74,-2.48,-2.63
Diluted Weighted Average Shares,494.16,642.75,642.75,642.75,642.75
Diluted EPS Excluding ExtraOrd Items,-0.00,-0.00,-0.00,-0.00,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,-0.00,-0.00,-0.00,-0.00
