Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,6.85,4.16,7.01,12.04,22.31
Depreciation/Depletion,4.36,4.46,4.40,5.22,3.44
Non-Cash Items,-8.24,-11.00,-9.32,-14.02,-24.97
Cash Taxes Paid,0.47,0.79,0.81,0.78,0.58
Changes in Working Capital,1.90,-7.81,-3.24,-3.73,9.67
Cash from Operating Activities,4.94,-10.11,-1.08,-0.40,10.53
Capital Expenditures,-2.77,-2.98,-1.40,-0.77,-1.61
"Other Investing Cash Flow Items, Total",13.72,2.72,18.58,9.54,6.68
Cash from Investing Activities,10.96,-0.26,17.18,8.77,5.07
Total Cash Dividends Paid,-7.33,-2.96,-2.97,-2.97,-2.97
"Issuance (Retirement) of Stock, Net",-0.09,0.04,0.00,0.01,0
Cash from Financing Activities,-9.54,-4.83,-6.99,-6.45,-5.95
Foreign Exchange Effects,-0.09,-0.32,0.02,-0.04,-0.02
Net Change in Cash,6.27,-15.52,9.14,1.89,9.63
