Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,0,18.06,17.87,0,0
Short Term Investments,21.72,31.92,25.85,7.12,11.02
Cash and Short Term Investments,61.11,49.98,43.72,42.01,55.54
"Accounts Receivable - Trade, Net",47.96,38.02,41.55,50.37,43.45
"Total Receivables, Net",47.96,48.03,49.62,50.37,43.45
Prepaid Expenses,0,3.03,1.96,0,0
"Other Current Assets, Total",0,0.47,0.39,0,0
Total Current Assets,119.21,113.82,108.37,106.72,109.16
"Property/Plant/Equipment, Total - Gross",0,58.58,56.96,0,0
"Accumulated Depreciation, Total",0,-45.75,-47.68,0,0
"Property/Plant/Equipment, Total - Net",14.25,12.82,9.28,11.32,9.45
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0.43,0.59,0.53,0.38,0.19
Long Term Investments,118.84,117.08,139.05,145.98,169.17
Total Assets,253.88,244.32,257.23,264.47,288.24
Accounts Payable,0,12.45,13.32,0,0
Accrued Expenses,0,3.84,4.10,0,0
Notes Payable/Short Term Debt,1.27,1.50,0.00,1.06,0.00
"Other Current liabilities, Total",0.36,2.35,2.30,0,0
Total Current Liabilities,26.88,23.87,22.63,21.55,23.71
Total Long Term Debt,6.92,3.56,1.81,4.82,5.19
Total Debt,10.55,8.52,4.72,8.57,7.74
Deferred Income Tax,0.76,0.48,0.59,0.88,0.92
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,34.67,29.08,26.24,28.44,31.06
"Common Stock, Total",85.27,85.27,85.27,85.27,85.27
Retained Earnings (Accumulated Deficit),133.94,129.92,152.27,160.12,171.91
Treasury Stock - Common,0,-0.07,-0.07,-0.06,0
Unrealised Gain (Loss),0,3.67,-0.44,-0.23,0
"Other Equity, Total",0,-3.54,-6.04,-9.07,0
Total Equity,219.21,215.24,231.00,236.02,257.18
Total Liabilities & Shareholders' Equity,253.88,244.32,257.23,264.47,288.24
Total Common Shares Outstanding,118.57,118.62,118.62,118.64,118.64
"Tangible Book Value per Share, Common Eq",1.85,1.81,1.94,1.99,2.17
