Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,PROSPECTUS,ARS,ARS,ARS,ARS
Revenue,12.11,14.12,18.07,24.70,35.02
Total Revenue,12.11,14.12,18.07,24.70,35.02
"Selling/General/Admin. Expenses, Total",3.62,6.87,10.22,11.79,13.94
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0.00,-0.88,-0.09,-0.02
"Other Operating Expenses, Total",-0.17,-0.12,-0.21,-0.50,-0.74
Total Operating Expense,10.24,14.99,21.97,26.29,34.11
Operating Income,1.87,-0.87,-3.90,-1.59,0.91
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.02,-0.02,-0.08,-0.09,-0.06
"Other, Net",0,0,0,0,0
Net Income Before Taxes,1.84,-0.89,-3.98,-1.68,0.85
Provision for Income Taxes,0.20,0.02,0.01,0.01,0.09
Net Income After Taxes,1.65,-0.91,-4.00,-1.69,0.76
Net Income Before Extra. Items,1.53,-0.79,-3.71,-1.61,0.74
Net Income,1.53,-0.79,-3.71,-1.61,0.74
Income Available to Com Excl ExtraOrd,1.53,-0.79,-3.71,-1.61,0.74
Income Available to Com Incl ExtraOrd,1.53,-0.79,-3.71,-1.61,0.74
Diluted Net Income,1.53,-0.79,-3.71,-1.61,0.74
Diluted Weighted Average Shares,168.00,200.00,204.51,210.61,229.79
Diluted EPS Excluding ExtraOrd Items,0.01,-0.00,-0.02,-0.01,0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.01,-0.00,-0.02,-0.01,0.00
