Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,260.47,384.61,422.34,373.80,347.90
Total Revenue,260.47,384.61,422.34,373.80,347.90
"Selling/General/Admin. Expenses, Total",14.62,13.40,14.56,12.45,12.87
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),7.85,-1.04,-0.68,2.25,9.60
"Other Operating Expenses, Total",-3.05,-0.92,-0.87,-2.06,0.17
Total Operating Expense,264.37,373.50,413.79,368.49,340.93
Operating Income,-3.91,11.11,8.55,5.32,6.97
"Interest Inc.(Exp.),Net-Non-Op., Total",0.11,-0.39,-0.36,-0.41,0.83
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-3.80,10.71,8.19,4.91,7.80
Provision for Income Taxes,1.51,0.31,0.45,0.72,0.53
Net Income After Taxes,-5.30,10.40,7.74,4.19,7.27
Net Income Before Extra. Items,-5.43,10.54,8.27,3.91,7.23
Net Income,-5.43,10.54,8.27,3.91,7.23
Income Available to Com Excl ExtraOrd,-5.43,10.54,8.27,3.91,7.23
Income Available to Com Incl ExtraOrd,-5.43,10.54,8.27,3.91,7.23
Diluted Net Income,-5.43,10.54,8.27,3.91,7.23
Diluted Weighted Average Shares,538.04,538.04,538.04,538.04,538.04
Diluted EPS Excluding ExtraOrd Items,-0.01,0.02,0.02,0.01,0.01
DPS - Common Stock Primary Issue,0.00,0.01,0.01,0.01,0.00
Diluted Normalised EPS,-0.00,0.02,0.01,0.01,0.03
