Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-3.80,10.71,8.19,4.91,7.80
Depreciation/Depletion,20.06,12.94,11.37,17.79,13.91
Non-Cash Items,10.59,1.38,1.28,2.88,9.89
Cash Taxes Paid,1.75,0.58,0.55,0.90,0.21
Changes in Working Capital,9.97,-15.83,-23.04,5.36,8.35
Cash from Operating Activities,36.83,9.21,-2.16,30.98,40.19
Capital Expenditures,-7.96,-5.78,-4.17,-4.04,-3.07
"Other Investing Cash Flow Items, Total",4.75,15.07,8.36,21.54,2.36
Cash from Investing Activities,-3.21,9.29,4.19,17.50,-0.71
Total Cash Dividends Paid,-2.89,-1.92,-3.03,-2.97,-2.88
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-25.54,-22.80,-18.81,-21.50,-10.20
Foreign Exchange Effects,-0.21,0.23,-0.37,0.02,-0.01
Net Change in Cash,7.87,-4.07,-17.14,27.00,29.27
