Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,1420.12,1128.85,634.41,311.47,60.99
Total Revenue,1420.12,1128.85,634.41,311.47,60.99
"Selling/General/Admin. Expenses, Total",392.18,156.94,143.90,84.94,31.15
Depreciation/Amortisation,11.05,0.00,0.77,0.77,0.77
Unusual Expense (Income),1.16,-5.62,0,0,0.19
"Other Operating Expenses, Total",1.53,5.59,18.88,-0.67,22.81
Total Operating Expense,1402.81,1020.52,637.38,317.69,119.90
Operating Income,17.31,108.33,-2.97,-6.22,-58.91
"Interest Inc.(Exp.),Net-Non-Op., Total",-10.31,-4.28,-6.21,-13.40,-3.29
"Other, Net",0,0,0,0,0
Net Income Before Taxes,7.00,104.05,-9.17,-19.62,-62.20
Provision for Income Taxes,2.23,3.65,0.00,0.17,0.00
Net Income After Taxes,4.76,100.40,-9.17,-19.79,-62.20
Net Income Before Extra. Items,7.86,103.11,-8.16,-19.79,-62.20
Net Income,7.86,10.36,-73.21,-19.79,-62.20
Income Available to Com Excl ExtraOrd,7.86,103.11,-8.16,-19.79,-62.20
Income Available to Com Incl ExtraOrd,7.86,10.36,-73.21,-19.79,-62.20
Diluted Net Income,7.86,10.36,-73.21,-19.79,-62.20
Diluted Weighted Average Shares,277.04,275.44,275.44,275.44,275.44
Diluted EPS Excluding ExtraOrd Items,0.03,0.37,-0.03,-0.07,-0.23
DPS - Common Stock Primary Issue,0.00,0,0,0,0
Diluted Normalised EPS,0.03,0.35,-0.03,-0.07,-0.23
