Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,7.00,11.51,-9.17,-19.62,-62.20
Depreciation/Depletion,11.24,9.19,6.04,2.04,1.13
Non-Cash Items,20.78,24.52,-37.63,10.04,21.57
Cash Taxes Paid,0.26,2.18,0.28,0.18,0.00
Changes in Working Capital,-36.08,-74.71,186.57,-9.79,116.68
Cash from Operating Activities,13.99,-17.23,153.47,-16.55,77.95
Capital Expenditures,-23.27,-20.13,-46.76,-0.43,-0.76
"Other Investing Cash Flow Items, Total",4.09,3.15,1.57,3.86,0.50
Cash from Investing Activities,-19.18,-16.98,-45.19,3.43,-0.26
Total Cash Dividends Paid,-7.67,0.00,0,0,0
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,13.56,-3.22,-5.32,26.80,-173.36
Foreign Exchange Effects,-3.94,4.90,-6.32,3.65,6.52
Net Change in Cash,4.43,-32.54,96.65,17.32,-89.14
