Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,-1.72,-5.25,-3.39,-4.21,-2.35
Depreciation/Depletion,0.70,0.54,0.03,0.28,0.28
Non-Cash Items,-0.66,6.29,1.76,2.26,0.39
Cash Taxes Paid,0.85,0.86,0.00,0.00,0.00
Changes in Working Capital,-1.03,2.82,-0.44,0.55,1.43
Cash from Operating Activities,-2.71,4.41,-2.05,-1.12,-0.26
Capital Expenditures,-1.00,-0.47,-0.00,-0.01,-0.01
"Other Investing Cash Flow Items, Total",-0.26,-6.24,0.04,-0.19,1.00
Cash from Investing Activities,-1.26,-6.70,0.04,-0.20,1.00
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0.13,2.10,0.00,0,0
Cash from Financing Activities,-0.27,1.69,-0.11,-0.32,-0.33
Foreign Exchange Effects,-0.05,0,0,0,0
Net Change in Cash,-4.29,-0.61,-2.12,-1.64,0.41
