Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,Interim Report,ARS,ARS,ARS,ARS
Cash,70.50,66.13,55.81,39.26,94.47
Short Term Investments,531.20,433.65,465.76,480.36,521.50
Cash and Short Term Investments,601.70,499.78,521.58,519.62,615.96
"Accounts Receivable - Trade, Net",324.40,350.51,387.94,400.14,223.89
"Total Receivables, Net",324.40,360.66,396.66,414.42,260.38
Prepaid Expenses,14.70,9.60,11.14,10.41,5.47
"Other Current Assets, Total",0,0,0,14.23,9.03
Total Current Assets,978.10,904.23,964.94,998.13,925.95
"Property/Plant/Equipment, Total - Gross",0,789.21,796.37,857.28,729.55
"Accumulated Depreciation, Total",0,-501.58,-535.56,-528.95,-526.44
"Property/Plant/Equipment, Total - Net",315.80,287.64,260.81,328.33,241.45
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",65.30,67.70,46.65,51.88,31.68
Long Term Investments,542.00,544.31,559.05,616.58,601.99
Total Assets,1901.20,1803.88,1845.28,2005.52,1809.77
Accounts Payable,0,25.69,33.13,24.25,9.86
Accrued Expenses,0,162.50,150.18,151.84,111.84
Notes Payable/Short Term Debt,4.00,4.62,6.73,5.87,7.13
"Other Current liabilities, Total",63.10,54.63,55.58,37.56,58.49
Total Current Liabilities,279.10,247.44,245.62,240.83,209.06
Total Long Term Debt,21.90,17.30,12.56,85.23,55.22
Total Debt,25.90,21.92,19.29,112.41,84.08
Deferred Income Tax,26.40,24.20,23.07,18.45,1.21
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,361.40,320.20,316.67,376.70,276.08
"Common Stock, Total",420.00,420.04,420.04,420.04,420.04
Retained Earnings (Accumulated Deficit),1135.60,1120.24,1145.71,1215.18,1149.53
Treasury Stock - Common,-15.20,-21.34,-18.02,-13.69,-9.77
Unrealised Gain (Loss),-0.60,3.65,-0.91,-8.68,-2.30
"Other Equity, Total",0.00,-38.92,-18.22,15.96,-23.81
Total Equity,1539.80,1483.68,1528.61,1628.82,1533.69
Total Liabilities & Shareholders' Equity,1901.20,1803.88,1845.28,2005.52,1809.77
Total Common Shares Outstanding,1119.93,1118.19,1119.11,1120.31,1121.40
"Tangible Book Value per Share, Common Eq",1.32,1.27,1.32,1.41,1.34
